brancher concentration,motor concentration,linker concentration,avalanche time,time,mean displacement,rg,shape,density,clique number,average clustering,mean closeness,mean betweenness,assortativity,avalanche,prediction
0.02,0.5,0.5,230,220,14.9174751750312,0.3890966642651761,-0.001222131302508,0.001476368898293,5,0.121601861083416,0.000581771879675,6.31502042421523e-07,0.821638121399029,1,1
0.02,0.5,0.5,320,310,15.287411902990199,0.35169396043256,-0.004382268221067001,0.001483303986137,4,0.13310046573519602,0.0005989941683409999,7.18512023410963e-07,0.7957080113491241,1,1
0.02,0.5,0.5,480,470,20.9716716143523,0.319601453665773,-0.005356245396012,0.0015312656328159999,6,0.159186904761905,0.0006672030193620001,8.79318538147953e-07,0.826006096212091,1,1
0.02,0.5,0.5,570,560,13.4490519758941,0.280660741393442,-0.009269682780185,0.001572447686726,5,0.18213518426706302,0.000765763929194,1.8390101874036801e-06,0.800364711415115,1,1
0.02,0.5,0.5,960,950,15.116087147067098,0.285480779628444,-0.002582681422775,0.001541353180464,5,0.178339111771504,0.0006856013332359999,8.749142928057051e-07,0.8083977726383691,1,1
0.02,0.5,0.5,450,440,15.700722414421302,0.34907098229162703,0.005131425176427999,0.001490305577094,4,0.137232453957193,0.0005969026241699999,4.47607310821786e-07,0.805413819691073,1,1
0.02,0.5,0.5,570,560,17.9681169141746,0.31565413840468104,0.0019572362636829997,0.0015263251625110001,4,0.154899040052963,0.000650817021289,6.247384012149709e-07,0.808340375989022,1,1
0.02,0.5,0.5,1530,1520,14.6704196807009,0.317816178902769,0.001068702878112,0.0015188047286860001,4,0.149950445986125,0.0006383759834939999,6.07136210085964e-07,0.8066338025434859,1,1
0.02,0.5,0.5,1500,1490,16.1254252804001,0.283715265030895,0.0008057257703869999,0.0016030564417660001,5,0.19728835978836,0.0007782843086069999,1.32447556927808e-06,0.8051411969545831,1,1
0.02,0.5,0.5,1270,1260,17.246379962280198,0.316763374308883,-0.004431201839288,0.0015456194773729999,4,0.159148865706243,0.0006791740349169999,9.06583616064031e-07,0.8003802398144041,1,1
0.02,0.5,0.5,270,260,38.965506873943205,0.399815562112015,4.1161521985302293e-05,0.001491269589123,6,0.126443667831586,0.000588228999717,5.29659564345916e-07,0.8206752209817959,1,1
0.02,0.5,0.5,500,490,51.367598724138404,0.34752782606850297,-0.0072523579791319995,0.0015192403798100001,4,0.14141262701982402,0.000654680746974,9.820002455000607e-07,0.7887850689012991,1,1
0.02,0.5,0.5,180,170,16.051617686649,0.3824520805024961,0.008972660463445,0.0014630679355830001,4,0.12363184079602,0.0005599968863119999,4.17340615029241e-07,0.8251302066374621,1,1
0.02,0.5,0.5,1270,1260,19.1152097987062,0.306190144493826,0.007791391255309,0.001567937102765,5,0.186396574440053,0.0007219731902339999,1.00855348241666e-06,0.805418797969588,1,1
0.02,0.5,0.5,1340,1330,16.2282045502104,0.293186677039325,-0.007158445840585,0.0015548727148179998,5,0.17564929693962,0.0007075951820239999,9.03150983734441e-07,0.821706604404697,1,1
0.02,0.5,0.5,390,380,23.7813671898984,0.359840318077359,0.006893903345718001,0.0015085273149789999,4,0.14732142857142902,0.0006336808580650001,5.752105969935999e-07,0.8205271224174321,1,1
0.02,0.5,0.5,350,340,27.5358460121587,0.35888900649780797,-0.006927547492879001,0.001473236618309,4,0.1245,0.0005725833863259999,5.51326714408255e-07,0.8258548913820691,1,1
0.02,0.5,0.5,520,510,18.037039367192897,0.336492614547299,-0.010705491280020001,0.00152668100746,5,0.14549841903810998,0.000662824718598,8.068272987236371e-07,0.8088136493295731,1,1
0.02,0.5,0.5,580,570,16.0133776556498,0.31944269989008395,0.0004877763899119999,0.0015096245997489998,4,0.14631840796019902,0.000636329846074,7.80910394315943e-07,0.807547059491172,1,1
0.02,0.5,0.5,910,900,39.46337611397529,0.313214309063409,-0.026261759476808,0.001566359419242,5,0.159960258320914,0.000745256258327,2.58862526558695e-06,0.8029545517090542,1,1
0.02,0.5,0.5,370,360,25.113725671244897,0.34777997014441697,0.000434829342432,0.0014971742676489997,5,0.13602443453855098,0.0006267875477799999,5.497722913624721e-07,0.82106143021845,1,1
0.02,0.5,0.5,450,440,35.4006286814703,0.329045005850924,0.0029699160307119997,0.001511011012244,4,0.148287841191067,0.0006351053885800001,7.895532454712849e-07,0.8030608525811841,1,1
0.02,0.5,0.5,660,650,19.2584152014992,0.313214053056873,-0.002649738037862,0.001523430278597,5,0.149569251159708,0.000663359511418,8.206351176754119e-07,0.792261015429813,1,1
0.02,0.5,0.5,110,100,25.525923404675197,0.40928132996194,0.009646049914486,0.0014794122964070001,4,0.110514096185738,0.00058373352447,5.03669938469095e-07,0.812718686903113,1,1
0.02,0.5,0.5,540,530,14.514890132145501,0.297436954019487,-0.00011984771221400001,0.0015511060764320003,5,0.172805280528053,0.0007124092258669999,8.50286116296463e-07,0.8076041474896121,1,1
0.02,0.5,0.5,670,660,14.6855114866804,0.32768533353615503,0.0026102791764889997,0.001525737131434,4,0.150648485281169,0.0006513711446619999,8.840002210000549e-07,0.821907496692949,1,1
0.02,0.5,0.5,1080,1070,14.324372237306399,0.324395280866868,0.005784097105588,0.0015130915853779998,4,0.14525704809286902,0.000641921039978,6.11458265164e-07,0.7973660899925971,1,1
0.02,0.5,0.5,790,780,35.8477525465049,0.31243676271324605,-0.014849853475518001,0.001594216881777,5,0.183507376098127,0.0008019512725819999,1.83828803988263e-06,0.8054229768016601,1,1
0.02,0.5,0.5,1260,1250,71.68625473032421,0.295698057311365,-0.016663296195002997,0.0016179662308539997,5,0.18256222269675199,0.0008363369221769999,1.7098158746706499e-06,0.7706194094477209,1,1
0.02,0.5,0.5,1460,1450,36.6978852626761,0.298412108570117,0.00069216366125,0.001582963917589,5,0.17708259482453,0.0007650407924610001,9.28122900335393e-07,0.780507691190878,1,1
0.02,0.5,0.5,1050,1040,14.8242170282115,0.32241074337097,0.002307655811118,0.001528206925508,4,0.159007659007659,0.000667904935215,8.387414684266259e-07,0.8014698783630401,1,1
0.02,0.5,0.5,680,670,16.6765210657519,0.34394247857259996,-0.0027498749357320004,0.0015170043883889997,5,0.15733929754804502,0.000636994023605,7.043149466653821e-07,0.824527367355562,1,1
0.02,0.5,0.5,1200,1190,19.5779805699708,0.29162197450313204,-0.003018206164309,0.0015890598046279997,5,0.17871845949535198,0.0007606645668770001,1.4888130586771001e-06,0.790120489766251,1,1
0.02,0.5,0.5,860,850,18.330091355651103,0.33566020534374996,-0.011900247556077,0.001521787032446,5,0.147711122128574,0.0006546978699990001,6.16339358002959e-07,0.8089527191806641,1,1
0.02,0.5,0.5,1160,1150,20.0836689023651,0.31070113255258197,-0.028109412868773,0.001527842866504,4,0.15511600734435002,0.0006498199571950001,6.47628164211551e-07,0.7859652152874209,1,1
0.02,0.5,0.5,810,800,37.605715435804704,0.311109121277464,-0.009050557778012,0.0015704252343189998,5,0.17120532003325,0.000747584572044,1.18835589255029e-06,0.798756834407179,1,1
0.02,0.5,0.5,1500,1490,14.4166673979443,0.315191635760591,0.002261839959118,0.001536577717383,5,0.154354589716186,0.0006669289442669999,7.738478145967399e-07,0.8021004202847241,1,1
0.02,0.5,0.5,560,550,17.5056033175641,0.35140242624674795,0.047167182437762,0.0015085273149789999,4,0.15,0.000625819103356,6.021010201424721e-07,0.807138539171173,1,1
0.02,0.5,0.5,710,700,15.7102299193698,0.323956350299479,0.035989678936377,0.0015296416652470003,4,0.158283433133733,0.000649505259875,6.528081182566521e-07,0.812756555370203,1,1
0.02,0.5,0.5,750,740,18.4887209073737,0.32218885065271,0.023294770168027,0.001539247854494,4,0.164529489728297,0.0006821953427230001,9.472839296630769e-07,0.7919545015600629,1,1
0.02,0.5,0.5,160,150,15.7759011935284,0.37334421061368606,-0.000994075322608,0.0014631535180370003,4,0.10303030303030301,0.0005725695905,5.483210223919229e-07,0.803600631285979,1,1
0.02,0.5,0.5,1190,1180,57.2415373271433,0.29534519799223696,-0.013342460727033,0.0016152464250759999,4,0.19009769829442003,0.000841086955845,2.15252220433838e-06,0.7942688692857071,1,1
0.02,0.5,0.5,1310,1300,30.9664577885182,0.28159424435489,-0.008265148198449,0.001570388707042,4,0.16065275016567301,0.0007509565992599999,1.1964009132427e-06,0.772288882706681,1,1
0.02,0.5,0.5,370,360,16.5833224324994,0.3682484097615661,0.009789613970795998,0.001475891210276,4,0.12479654542434801,0.000596697115224,8.817902764748359e-07,0.8054495346289019,1,1
0.02,0.5,0.5,640,630,15.953822803553901,0.35881473268973,0.016673999904305,0.001525567790897,5,0.152665670154459,0.0006706601578049999,9.54137216831861e-07,0.799885773308413,1,1
0.02,0.5,0.5,820,810,13.106826369668902,0.321941385301515,0.018954595860008,0.001520625156948,4,0.146726487205052,0.00066450063746,9.34722276542977e-07,0.7848389306244751,1,1
0.02,0.5,0.5,440,430,14.495119864168599,0.36828693152019704,0.015680998673524998,0.0014932538241600002,4,0.13519986785596302,0.00062456825911,6.685566536594941e-07,0.811056039651449,1,1
0.02,0.5,0.5,940,930,15.4164657243137,0.346020189465082,-0.000991631941285,0.001498233075538,6,0.14400260601753198,0.00060344679615,5.1378280207205e-07,0.854508578438987,1,1
0.02,0.5,0.5,430,420,23.6554162945043,0.361799280102849,0.00036235671569599995,0.0014976863328379998,5,0.13728309370352,0.000624633853647,7.05678053063982e-07,0.806826107875696,1,1
0.02,0.5,0.5,1550,1540,38.4983912556198,0.297720296077765,-0.000191931973063,0.001619207589751,5,0.177424210102159,0.0008151679919610001,1.8427983105576801e-06,0.8127994043732171,1,1
0.02,0.5,0.5,1580,1570,18.521476066431898,0.29555966468621103,-0.000430331139725,0.001568289650232,4,0.17987045341305397,0.000718577764602,1.1201387580620198e-06,0.7915722772277242,1,1
0.02,0.5,0.5,600,590,38.1219700869997,0.337916464783217,0.088737552762926,0.001524685997976,4,0.145099018139458,0.000673531390546,1.1069261765930402e-06,0.8004009020674508,1,1
0.02,0.5,0.5,650,640,25.2002335341599,0.31501786757315603,0.002015528547769,0.001515472171698,5,0.149470374048328,0.000640817196452,5.64422213342568e-07,0.816950967090837,1,1
0.02,0.5,0.5,950,940,19.355980539766897,0.30781133180776304,-0.004495789564501,0.001561201684055,5,0.174611865652184,0.0007129123885439998,8.633485382572529e-07,0.8136382593870871,1,1
0.02,0.5,0.5,170,160,15.4041227580168,0.38837535873689294,-0.001459463790837,0.001457816377171,4,0.11607142857142899,0.0005591282888919999,5.688546787947761e-07,0.8230364926747109,1,1
0.02,0.5,0.5,1350,1340,16.0160082272936,0.33402731932281504,0.001357501074267,0.001521391984869,5,0.14879179079774899,0.000650322493661,7.94653515831131e-07,0.8084464725068959,1,1
0.02,0.5,0.5,440,430,16.386056535943197,0.353662880870526,-0.0018386844102320002,0.0014967396039000003,4,0.144010677344011,0.000606058723409,5.833713810508661e-07,0.807697691611609,1,1
0.02,0.5,0.5,220,210,23.2322417066449,0.39829130069369206,-0.009029268300288001,0.001471487757826,4,0.12399668325041499,0.000586542389843,6.11458265164e-07,0.8113016845686859,1,1
0.02,0.5,0.5,1080,1070,15.704651112274101,0.322749744528181,-0.01286570781773,0.0015184934285470003,4,0.161749712218385,0.0006657344325119999,8.03263892071732e-07,0.809860290721475,1,1
0.02,0.5,0.5,230,220,17.3891312226089,0.38684901963172297,0.006912313288808001,0.001487299714785,5,0.12308989431183999,0.000611429058117,7.89752201280809e-07,0.812152457539181,1,1
0.02,0.5,0.5,400,390,15.3931699968053,0.349084097464037,0.005173780045549,0.0015065009270210001,5,0.132986627043091,0.0006329101532840001,6.658596676262611e-07,0.8046043083560891,1,1
0.02,0.5,0.5,1520,1510,14.5985613926331,0.317403470963263,0.008396733488718,0.001517722657153,5,0.146886446886447,0.000629116952478,6.21068087334954e-07,0.797207913795499,1,1
0.02,0.5,0.5,900,890,16.7051041624186,0.30583652826659197,0.012934281935039,0.0015585404328639998,5,0.15831432373348497,0.000706698221411,8.782919745816721e-07,0.798033130099573,1,1
0.02,0.5,0.5,1190,1180,14.949891954217902,0.279190831678592,0.017362800114726004,0.0015986253889480001,5,0.17858796296296303,0.0008086676767100001,2.0827855020762697e-06,0.7928617491081941,1,1
0.02,0.5,0.5,70,60,39.0174648203448,0.402551725713788,0.001076029157647,0.00147437985296,4,0.10034895314057801,0.000581684496006,5.42421793608428e-07,0.7972809073437321,1,1
0.02,0.5,0.5,600,590,16.3020218390227,0.33878861015289896,-0.00031142019528099994,0.0015032568893420001,4,0.123985978968453,0.0006234933520680001,7.570333103987449e-07,0.809904928672715,1,1
0.02,0.5,0.5,390,380,14.2819560966686,0.32125947284930295,-0.0056393416456380005,0.0014709473019729998,4,0.120783532536521,0.000569892948184,4.6188334671820296e-07,0.8159788648993349,1,1
0.02,0.5,0.5,540,530,14.5485094462851,0.29711997018669606,0.00378946046422,0.0015256838183660003,5,0.145920052857615,0.00066610566433,9.10582449169474e-07,0.8079793039723,1,1
0.02,0.5,0.5,1040,1030,15.5614838200467,0.30481510137915696,-0.0059252717878969996,0.0015409215157309998,5,0.167529880478088,0.000677239087173,7.66671929019663e-07,0.795033984612693,1,1
0.02,0.5,0.5,1300,1290,15.2663472162111,0.301402849380357,0.000503004096872,0.001572203714584,5,0.17877713150801502,0.000725341529132,7.809230015187141e-07,0.7838836133798299,1,1
0.02,0.5,0.5,1660,1650,17.203874380078403,0.29378065801935604,0.008092747712698002,0.001560273899525,5,0.16891338137628903,0.0007159447215499999,8.48248835707604e-07,0.797601874008269,1,0
0.02,0.5,0.5,1080,1070,15.121261875550301,0.311240314893253,-0.00589494281603,0.0015290384907729996,5,0.16402640264026402,0.000668578446838,7.8248679464836e-07,0.80782621688044,1,1
0.02,0.5,0.5,190,180,16.4550348996879,0.37813245143857793,0.023387610426101,0.0014962586061030001,4,0.11778110445775099,0.0006334815263869999,1.00920202803306e-06,0.802629778889088,1,1
0.02,0.5,0.5,690,680,12.9345097717624,0.31135045258008504,-0.020928366702119998,0.001512202753754,4,0.140668662674651,0.000651793743009,1.27450643293645e-06,0.8014499552665959,1,1
0.02,0.5,0.5,160,150,20.825542666919,0.416910746888927,-0.001854417366641,0.001479260369815,4,0.12368815592203901,0.000595102451359,6.96250174062544e-07,0.8235592227972192,1,1
0.02,0.5,0.5,230,220,15.540283641965802,0.382042420042847,0.0025741118248220002,0.0015016472779870002,4,0.142497932175352,0.000635768508697,8.3949707867319e-07,0.8160004314456591,1,1
0.02,0.5,0.5,450,440,22.6069768747127,0.364233521757432,0.022940558486955004,0.001518403434026,5,0.14193548387096802,0.000643274340578,5.998156438464029e-07,0.82427708585868,1,1
0.02,0.5,0.5,1200,1190,14.8705003381385,0.304792042460354,0.0036415757646900003,0.0015409692219310002,4,0.162088910923814,0.0006825836018519999,7.50103305799245e-07,0.7983372491006351,1,1
0.02,0.5,0.5,120,110,18.505331187604497,0.40876427929028103,-0.005277086277528,0.0014733625019289999,4,0.120349127182045,0.000567595863206,4.29915452553744e-07,0.819729285616672,1,1
0.02,0.5,0.5,1760,1750,16.005571263252698,0.313624064844544,-0.007407871707285,0.0015458842259260003,4,0.162416998671979,0.000679724406534,8.1194490837126e-07,0.808506845993728,1,1
0.02,0.5,0.5,630,620,16.307083958733,0.319189781663974,0.0005057540704850001,0.0015288675703120003,4,0.166451292246521,0.000664286482944,7.815338339743659e-07,0.8082494708686501,1,1
0.02,0.5,0.5,1270,1260,13.352339556601901,0.313706120478312,0.005717347833256,0.001516724155405,5,0.140476190476191,0.000653466506707,8.6095813232245e-07,0.8012583573197142,1,1
0.02,0.5,0.5,90,80,22.8222386813492,0.40479185359911607,0.001221152757907,0.001477283336354,4,0.104279054279054,0.000575133870118,5.29705177381339e-07,0.8066428820560642,1,1
0.02,0.5,0.5,1580,1570,13.515262425306899,0.325009814987138,0.0037335470600909997,0.0015250710250910003,5,0.14691911642584302,0.000662799017119,8.92196343238518e-07,0.810089169539299,1,1
0.02,0.5,0.5,220,210,24.249781129380303,0.389194649401549,0.00026434877603099996,0.001500692513245,5,0.136928429423459,0.0006257274931479999,5.95864216400217e-07,0.7982537625317291,1,1
0.02,0.5,0.5,650,640,20.2682686779638,0.325855486834515,-0.000826306194943,0.00152867294662,5,0.153610973392828,0.000663206947451,6.47583491794792e-07,0.792196949359887,1,1
0.02,0.5,0.5,940,930,15.750266971022999,0.319317226767657,0.030435028495590998,0.0015451256692329998,4,0.15598609041232,0.0007308958942129999,2.17535868220781e-06,0.788338581559739,1,1
0.02,0.5,0.5,1820,1810,17.3950706607446,0.309357818776466,0.013411823521063999,0.001572697032348,5,0.15588263110606698,0.0007662363877720001,2.4128927026517e-06,0.8288163559363451,1,1
0.02,0.5,0.5,880,870,15.964409583073799,0.345784242942295,0.005053913690732,0.001504499781992,5,0.148636931269292,0.000622611941372,4.85537840493511e-07,0.8143378713416072,1,1
0.02,0.5,0.5,990,980,15.6862397785776,0.31580875159545896,-0.005268394085741,0.0015427694329609998,5,0.165660066006601,0.0006952179881700001,1.0009512755144698e-06,0.8113284444312879,1,1
0.02,0.5,0.5,100,90,15.870661687049902,0.397487181385502,0.00044724061109400006,0.00147437985296,4,0.106746427384513,0.000590451607146,6.57804288589178e-07,0.8150172357743292,1,1
0.02,0.5,0.5,210,200,23.8246746881258,0.37486490943792106,-0.0009024340227919999,0.0015132433783110002,4,0.13339996668332502,0.000641233259157,7.815001953750491e-07,0.8135234513205061,1,1
0.02,0.5,0.5,710,700,16.1752269535246,0.32482761368296004,0.004304078677706999,0.001521644989323,4,0.148060800380002,0.0006586051228790001,7.29613739131672e-07,0.7912398468211579,1,1
0.02,0.5,0.5,130,120,24.8619389016216,0.39643592257264504,-0.000639817601626,0.001475851289939,4,0.108728179551122,0.000600287305974,6.20271080678697e-07,0.799833041606798,1,1
0.02,0.5,0.5,260,250,19.1012682007174,0.36261943714850003,0.002552851458962,0.0014937757688730001,4,0.14556772908366503,0.000612368116236,6.31347777624453e-07,0.8196149983026841,1,1
0.02,0.5,0.5,860,850,14.725805007976,0.314592178964464,0.00027338092461,0.001547156642443,4,0.164247846255798,0.000714027938572,1.05204585957909e-06,0.809418104438083,1,1
0.02,0.5,0.5,200,190,28.7681046599023,0.374732969697818,0.013949742363482,0.0014737631184410002,4,0.122055638847243,0.000574088199022,5.00500125125031e-07,0.8079840733681801,1,1
0.02,0.5,0.5,930,920,15.4699146289397,0.33072257580056397,0.006642774406337,0.0015278789718179999,4,0.152733598409543,0.0006564648629069999,7.87927754579568e-07,0.813071795380728,1,1
0.02,0.5,0.5,1120,1110,16.6551600577164,0.31437021273806,0.020648013667308,0.0015588153397679998,5,0.16949545078577302,0.0007425571526289999,2.80542345421875e-06,0.8245330194254029,1,1
0.02,0.5,0.5,890,880,11.7296780924592,0.333916372341421,0.005051630134851,0.001511072797427,4,0.15087806494367098,0.000622225712133,4.8421652583245e-07,0.795192896582025,1,1
0.02,0.5,0.5,1840,1830,17.0859994395679,0.313013533248033,-0.0027466767875670003,0.0015388917203260001,4,0.16606935457109698,0.000665087114363,6.46708576010727e-07,0.794521365695087,1,1
0.02,0.5,0.5,270,260,15.761602730975001,0.36771909642889394,-0.0075801472955559996,0.001492288684981,5,0.13664225271990302,0.0006083803530630001,5.328305570875239e-07,0.8252511567399109,1,1
0.02,0.5,0.5,1290,1280,14.4174502487658,0.307009750323575,0.0025480380010679997,0.001521669591421,5,0.139354624085163,0.0006488440016430001,5.86606456245112e-07,0.803718374117494,1,1
0.02,0.5,0.5,220,210,16.843313079391802,0.38370018428651703,0.004094725565925999,0.0014577288644320003,4,0.1075,0.00054981994677,4.23885616481915e-07,0.8025697735127478,1,1
0.02,0.5,0.5,470,460,20.903541909344,0.335381692552271,0.011735734120795,0.0015126340676160002,4,0.140497533674824,0.0006398917989550001,6.53365783975776e-07,0.794747100182178,1,1
0.02,0.5,0.5,60,50,53.201899743645704,0.39682893929091,0.003038831935128,0.001481838772958,4,0.108325024925224,0.000586825492993,7.2802632316886e-07,0.7960732751001841,1,1
0.02,0.5,0.5,190,180,15.801914538324699,0.35910269929639704,0.018578728297036,0.001490308536957,4,0.12913764510779402,0.000591877206686,4.6025862153934e-07,0.825470596190968,1,1
0.02,0.5,0.5,430,420,20.6389021632953,0.36010687244641104,-0.00061244112443,0.001505064098024,4,0.148587010411502,0.000628897887189,5.29685705689672e-07,0.7993975826352719,1,1
0.02,0.5,0.5,610,600,17.571290741393398,0.33109626199224895,0.0016477589652349998,0.001522441680103,5,0.151225977468522,0.000653112127555,5.64878293467312e-07,0.8012769255008249,1,1
0.02,0.5,0.5,940,930,12.730687381981799,0.318388521203844,0.008391955682531,0.001512171714284,4,0.14722499169159198,0.000626863897806,5.12397531473652e-07,0.8035151425985629,1,1
0.02,0.5,0.5,1090,1080,18.2142824466511,0.297142333228236,-0.008104157968316001,0.001547363285093,4,0.16988927450008298,0.000683193306629,6.35378752032358e-07,0.7990580472210871,1,1
0.02,0.5,0.5,670,660,15.092304104072099,0.325381747163623,0.004248261057376,0.001526993073004,4,0.163049610087938,0.000653972776284,5.60250210233891e-07,0.786314446708335,1,1
0.02,0.5,0.5,430,420,18.6120417096281,0.355402585210905,-0.00461050440284,0.0014853297605939998,4,0.13911310413552602,0.0005803823368459999,4.1326950861478706e-07,0.8136775437400809,1,1
0.02,0.5,0.5,870,860,17.252114035752403,0.343074938709028,0.007242683033713,0.001504756382195,4,0.143938635984659,0.000612896603207,5.05765907244814e-07,0.80221539387275,1,1
0.02,0.5,0.5,1230,1220,14.150072816782401,0.304614886037163,-0.000415083070161,0.001534304862026,5,0.163386348575215,0.000671932414103,1.04983257936959e-06,0.8111388321796359,1,1
0.02,0.5,0.5,1310,1300,17.311448354563197,0.304084289143297,0.000315699674681,0.001556079484736,5,0.16976343781693,0.000724163604394,1.0866459853623e-06,0.788808708371443,1,1
0.02,0.5,0.5,1390,1380,36.6074293663355,0.305739775365835,-0.006764750540800999,0.001603947935215,6,0.17264236703977698,0.000787948717452,1.4415609326871799e-06,0.78119804233776,1,1
0.02,0.5,0.5,500,490,14.3563505894648,0.35010024234540904,0.000991687183489,0.0015007295005859999,5,0.146238166417539,0.000614825144406,6.48644828269492e-07,0.8321621924913649,1,1
0.02,0.5,0.5,770,760,16.270709976269,0.32792456400495695,-0.002132288565341,0.0015303114250410001,4,0.153518794502401,0.0006641754251310001,8.86939334025807e-07,0.7959883180984899,1,1
0.02,0.5,0.5,980,970,22.0647349494748,0.32167172725985,-0.001987287864562,0.0015344809051379999,4,0.17069506356282,0.000672363878694,6.967676273442929e-07,0.8029102414091741,1,1
0.02,0.5,0.5,240,230,18.6587714564409,0.36783611762342794,0.009128074855589,0.0014892976929560002,4,0.132003988035892,0.00059175290441,4.84358344521341e-07,0.815418338922507,1,1
0.02,0.5,0.5,610,600,14.8566311716639,0.31033986437682204,0.018814788285652,0.0015226634104720002,5,0.14699669966996698,0.000672817167229,1.06826458051993e-06,0.830798525027483,1,1
0.02,0.5,0.5,710,700,14.325858519416599,0.308219079752928,0.011245994712141,0.001543633588175,5,0.16646884272997,0.000692472736221,9.42014131171426e-07,0.800597680663232,1,1
0.02,0.5,0.5,180,170,19.8423536149938,0.39372448695071205,0.00013492665029,0.001497254866825,5,0.12370739817123899,0.000623439986559,7.301107512155491e-07,0.791373018640921,1,1
0.02,0.5,0.5,1010,1000,13.860575555050799,0.296801113761425,0.00042342967865,0.0015542608064510002,5,0.169586859133897,0.0007090751992060001,9.57711668905113e-07,0.8175083661640871,1,1
0.02,0.5,0.5,1050,1040,14.8971422543134,0.287963875936287,-1.7908781187208398e-05,0.0015651678998289998,4,0.17353575576572103,0.0007362555821230001,2.06857815718633e-06,0.7973502111871421,1,1
0.02,0.5,0.5,360,350,18.561103797412102,0.353054568529377,0.025085605920849997,0.001503064789357,5,0.15060260855208898,0.000631686094216,6.281373545845689e-07,0.8110075185765241,1,1
0.02,0.5,0.5,810,800,16.4159050999916,0.323779218514612,0.0057582444776,0.0015269595278960002,4,0.163714759535655,0.000669123188295,9.143508628329759e-07,0.8178290589209201,1,1
0.02,0.5,0.5,1020,1010,16.0697182761892,0.3020346367063039,-0.0009447284293270001,0.001543864269664,5,0.158424182358771,0.000693284577371,8.79384763544824e-07,0.809201797540614,1,1
0.02,0.5,0.5,1070,1060,15.9051340442543,0.292253990602219,0.019500515486121004,0.0015800967988119999,5,0.18781860311155302,0.000743654912072,1.14453644304218e-06,0.798027726332899,1,1
0.02,0.5,0.5,900,890,62.454482527364206,0.28567455651011,0.014921250514108999,0.001618091721581,5,0.18608623548922,0.000850753645898,2.40760150313264e-06,0.8137922435252459,1,1
0.02,0.5,0.5,80,70,18.8615402845229,0.41397233009904294,0.011136870016742,0.001464434626296,4,0.09815553339980099,0.000557124604095,3.4738815693129e-07,0.801174146795817,1,1
0.02,0.5,0.5,1490,1480,15.2582581523367,0.32907628022790997,0.037722218147626996,0.0015096854076179999,4,0.154569624459953,0.00061466089003,4.95772526820512e-07,0.817953289514157,1,1
0.02,0.5,0.5,790,780,20.0441747223609,0.338403454725458,-0.004671868225822001,0.0015312169651149998,5,0.15904052936311,0.0006687252771860001,8.20645729866588e-07,0.8152665886961641,1,1
0.02,0.5,0.5,1510,1500,18.2326379149731,0.316720940367378,-0.005662497184874001,0.001537130902541,4,0.160976013234078,0.000685380599088,8.705895630684929e-07,0.809413583547978,1,1
0.02,0.5,0.5,1480,1470,14.563857025576999,0.311810011442265,0.018892381979663003,0.0015511060764320003,5,0.15582508250825103,0.000729000419884,1.74674381364361e-06,0.801247347068581,1,1
0.02,0.5,0.5,920,910,19.170079611198002,0.31084250430853805,0.0010263772766769999,0.001543696547715,5,0.156444665341286,0.000684801375028,9.08674486008584e-07,0.818689810480351,1,1
0.02,0.5,0.5,1380,1370,14.5845933627162,0.313984194090695,0.00251579168141,0.0015390238262770002,4,0.17027251578597502,0.000678051803623,9.538286251741979e-07,0.8086582834296179,1,1
0.02,0.5,0.5,1860,1850,12.598230083253501,0.31592681311972803,-0.0007360395969789999,0.001549190892875,4,0.160673438942957,0.000729961908407,3.18744959970003e-06,0.7929615775992142,1,1
0.02,0.5,0.5,430,420,14.241330703600099,0.348711990614745,0.004669414876482999,0.0015090776750330001,6,0.15464480874316902,0.0006158669269869999,4.51572933353671e-07,0.83158254177738,1,1
0.02,0.5,0.5,590,580,19.808720763493604,0.340181477417739,0.032409853666166,0.001520278819332,4,0.16331351172778302,0.0006494777351859999,6.43695997927351e-07,0.7964445969103009,1,1
0.02,0.5,0.5,930,920,18.458004364441603,0.34428375553151197,0.019864126382345998,0.001507085769706,4,0.14291625289639198,0.0006354906985369999,6.71078887019378e-07,0.7913706178176829,1,1
0.02,0.5,0.5,1030,1020,23.1245921660131,0.334927944016356,0.032982096948159005,0.0015237849154809999,4,0.148374187093547,0.0006356836341360001,5.4839367334874e-07,0.8011427574000191,1,1
0.02,0.5,0.5,1260,1250,37.497779558706796,0.316371917956026,0.017160768079578996,0.0015635188116079996,5,0.16869838123554698,0.0007226867266139999,1.3822037123233601e-06,0.807538785037287,1,1
0.02,0.5,0.5,210,200,14.3279752773255,0.37317201254602606,-0.000338759115382,0.001468326980059,4,0.115027458811782,0.000577172114947,5.82750146560353e-07,0.8208090477215458,1,1
0.02,0.5,0.5,1190,1180,16.971203368255402,0.31262089299755297,0.004236870586572,0.001562642861299,5,0.166967963656051,0.000736810281786,9.256176212548741e-07,0.792633237049092,1,1
0.02,0.5,0.5,70,60,18.3156934163369,0.4178883648208921,-0.006782283981323001,0.0014601059906489999,5,0.087798364212986,0.0005503835401410001,4.12469976429881e-07,0.8162550891461429,1,1
0.02,0.5,0.5,1650,1640,14.7553673276741,0.320796458648015,0.000258892246603,0.0015091601704789997,4,0.14953519256308098,0.00062415819738,5.86322191602647e-07,0.8162312521144242,1,1
