,rg,mean_displacement,shape,density,clique_number,average_clustering,mean_closeness,mean_betweenness,assortativity
0,0.447418345576199,0.0,-0.0003334924150255,0.0015133573631407,5,0.2461079109062973,0.0009970316813246,2.839467659979644e-06,0.6828145066906294
1,0.4460973437289388,12.825796469973476,1.815883092409806e-05,0.0015121323755738,4,0.2623608316566058,0.0009883307218797,2.8076103009656067e-06,0.7111852971149449
2,0.445990938623099,18.39584330654771,4.936502931025314e-05,0.0015240019807177,6,0.2673843974888985,0.001022180386938,3.2722872135457222e-06,0.7131052877296754
3,0.4429414674194104,13.141632161571344,-0.00061104209586,0.001520887193544,5,0.28549817717142,0.001035931726159,3.2632389990143924e-06,0.7210003843850932
4,0.442706123430476,22.008542896107063,-0.0014918965146584,0.0015288683301722,5,0.2964365423207485,0.0010455052318751,3.571851869316577e-06,0.7083705828501304
5,0.4399094713193998,9.603722884807532,-0.0014652053271815,0.0015258578912145,5,0.2986853408029873,0.0010477732444885,3.6185521678267226e-06,0.6989981450056537
6,0.4407631972803647,10.987989967797969,-0.0007898295406962,0.0015305615005764,6,0.301102344580605,0.0010462717159646,3.687512539907198e-06,0.7195814222290147
7,0.4393534876453717,9.748132202548614,-0.0007296567120954,0.0015241485058651,6,0.2969441026214712,0.0010524086056427,4.385586457510558e-06,0.6949754467968641
8,0.4405233847210826,7.834813959445681,-0.000793976234589,0.0015218099521377,5,0.3066784837238498,0.0010532261911926,4.481953071895261e-06,0.7297693720584894
9,0.4411203518379022,9.626275705913448,-0.0009750028529127,0.0015172977660768,4,0.3100685020033601,0.0010657308333387,4.038963908757369e-06,0.6991463511896253
10,0.4376727712170274,10.71972962476489,-0.0011389807744226,0.0015266485811469,5,0.3313136856740381,0.0010778088759816,4.385412052688086e-06,0.6968156323544733
11,0.4375299401352943,8.559782368961576,-0.0009179882099725,0.0015141530924976,5,0.3153891271674174,0.0010624912371187,4.424835456103126e-06,0.6837084491064492
12,0.4365520113007433,8.409927636457192,-0.0008643036925815,0.0015154438958238,5,0.3215675517518832,0.0010562103207995,4.6150947623742e-06,0.7058170665824094
13,0.4363265654460608,7.499082629681227,-0.0010134936678432,0.0015142198934379,5,0.3317109465737501,0.0010795696482108,4.8309441767081855e-06,0.6814832114657504
14,0.4347032285013287,8.75361117049562,-0.0014959182375826,0.0015275016950026,5,0.3274336283185831,0.0010872163545131,4.673385234087232e-06,0.703920584906185
15,0.4354057333350007,6.778879578304323,-0.0014204706605856,0.0015272654265436,5,0.3268690521855069,0.001082146731475,4.883275121223431e-06,0.7124327043684746
16,0.4328369848002333,7.716389299665336,-0.0011447662535269,0.0015136687913072,5,0.3360404435746889,0.0010784820910529,5.349141806295144e-06,0.7009944495608013
17,0.4350973921828698,9.293892798135502,-0.0013404320623937,0.0015132254852489,4,0.3268219342846202,0.0010908586778799,5.936988579989677e-06,0.6737849617590325
18,0.4346477386733702,7.034530608881576,-0.0012667561446928,0.0015166535810612,5,0.3306654972042529,0.0010935596769668,5.819005041756669e-06,0.6703439430551579
19,0.4333337924182356,8.752003529944568,-0.0013450077652564,0.0015165312381862,5,0.3347481021394053,0.0010741247196775,5.2073479651946816e-06,0.6845145427189735
20,0.4338142875843963,9.612039342116766,-0.0013848335096395,0.0015125364054256,4,0.3352203647416404,0.0010891782349204,5.771295226110307e-06,0.6841464894884086
21,0.4345762088860451,7.276191323742414,-0.0013809741122931,0.0015063741945082,5,0.3294588414634141,0.0010551493499299,4.7578001066793405e-06,0.6886733050558237
22,0.4333336069012094,7.302182179597406,-0.0014414116787755,0.0015232292460015,4,0.3422408323816765,0.0011026806623299,5.286337457582751e-06,0.668641237065244
23,0.4319966779756167,7.072932702852748,-0.0013808627222177,0.0015261337325534,5,0.3332226335656207,0.0011224270505589,5.434050281400575e-06,0.6827328340917364
24,0.4326729949582462,10.830657794058316,-0.0009326956860118,0.0015045827738961,4,0.3205374175614537,0.0010660914111748,4.951868772988737e-06,0.6876321291068641
25,0.4313918468033645,6.911692755379379,-0.0009138259423956,0.0015086321938959,5,0.3218658521064017,0.0010657371637792,5.225381450664058e-06,0.702293706208059
26,0.432034941214673,11.237899100931328,-0.0010377976580523,0.0014922702328577,5,0.3162519553275851,0.0010448088749117,5.112643846556219e-06,0.6870941459319072
27,0.4326697860648104,7.809054172872244,-0.0009629333823123,0.0015069739093191,5,0.3295501022494878,0.0010597041100096,6.120437941235355e-06,0.6954333831504674
28,0.431252128785652,7.51304176106138,-0.0009897874303718,0.0015037427811767,5,0.3214639725505144,0.0010783862966283,6.0076745301072765e-06,0.6943503046886605
29,0.4307733917249578,8.806009237736411,-0.0011075140153908,0.0015065001678531,5,0.3206957621758378,0.0010829870043145,5.862462408541237e-06,0.6944894575485641
30,0.4345312015752441,21.67297064772576,-0.0022183875620612,0.0015182880336237,5,0.3289452671312416,0.0011078663428408,6.597151819207747e-06,0.682795738190813
31,0.4341286256008954,8.787787710407958,-0.0019903685970569,0.0015252619879742,5,0.3280710835058653,0.001133785587071,6.397995636673389e-06,0.6920321163810697
32,0.4342149657437569,7.42684909542129,-0.002095453050685,0.001528447770255,5,0.3410172748200911,0.0011263581249807,6.561645384682618e-06,0.6974821248350588
